date,product_id,product_name,category,region,units_sold,unit_price,discount,marketing_spend,revenue
2024-04-28,P001,Laptop Pro,Electronics,South,20,58815.61,0.0,4558.21,1176312.2
2024-09-08,P004,Standing Desk,Furniture,West,3,15356.74,0.0,0.0,46070.22
2024-04-09,P005,Running Shoes,Apparel,West,18,3146.19,0.0,0.0,56631.42
2024-09-24,P006,Winter Jacket,Apparel,North,4,5304.93,0.0,0.0,21219.72
2024-12-21,P002,Wireless Mouse,Electronics,South,47,914.71,0.0,1136.7,42991.37
2024-10-10,P007,Blender,Home Appliances,East,8,2787.57,0.0,0.0,22300.56
2024-09-29,P007,Blender,Home Appliances,North,8,2880.98,0.0,0.0,23047.84
2025-10-03,P009,Bluetooth Speaker,Electronics,South,14,2162.21,0.0,0.0,30270.94
2025-12-20,P002,Wireless Mouse,Electronics,North,67,894.33,15.0,0.0,50932.09
2025-06-13,P003,Office Chair,Furniture,West,3,7544.08,0.0,0.0,22632.24
2025-02-20,P007,Blender,Home Appliances,North,6,2867.07,0.0,0.0,17202.42
2025-03-13,P008,Air Purifier,Home Appliances,South,3,10014.67,0.0,0.0,30044.01
2024-02-03,P001,Laptop Pro,Electronics,East,10,60926.54,0.0,0.0,609265.4
2025-11-18,P003,Office Chair,Furniture,South,8,7661.86,10.0,0.0,55165.39
2024-07-30,P009,Bluetooth Speaker,Electronics,North,17,2188.09,0.0,0.0,37197.53
2024-11-12,P007,Blender,Home Appliances,South,8,2814.58,0.0,0.0,22516.64
2025-04-08,P006,Winter Jacket,Apparel,West,5,5273.1,0.0,5914.31,26365.5
2025-04-28,P002,Wireless Mouse,Electronics,South,39,899.8,10.0,0.0,31582.98
2025-01-01,P006,Winter Jacket,Apparel,West,4,5410.83,0.0,597.18,21643.32
2024-06-18,P007,Blender,Home Appliances,North,6,2753.85,0.0,0.0,16523.1
2024-04-11,P008,Air Purifier,Home Appliances,West,4,10085.24,0.0,0.0,40340.96
2025-07-12,P004,Standing Desk,Furniture,East,4,14915.85,0.0,0.0,59663.4
2024-11-02,P006,Winter Jacket,Apparel,South,15,5339.47,0.0,0.0,80092.05
2025-12-01,P004,Standing Desk,Furniture,East,4,14790.49,0.0,0.0,59161.96
2025-01-05,P007,Blender,Home Appliances,North,5,2846.48,0.0,1269.58,14232.4
2024-05-26,P006,Winter Jacket,Apparel,South,11,5449.78,0.0,0.0,59947.58
2025-12-23,P003,Office Chair,Furniture,East,5,7695.32,0.0,0.0,38476.6
2024-06-12,P001,Laptop Pro,Electronics,South,14,59684.32,0.0,0.0,835580.48
2024-12-05,P006,Winter Jacket,Apparel,North,5,5409.82,0.0,0.0,27049.1
2024-08-19,P002,Wireless Mouse,Electronics,West,23,887.01,10.0,3125.65,18361.11
2024-08-22,P004,Standing Desk,Furniture,South,3,14760.69,5.0,3796.49,42067.97
2024-06-03,P002,Wireless Mouse,Electronics,West,32,897.31,0.0,0.0,28713.92
2025-10-25,P006,Winter Jacket,Apparel,South,8,5344.98,0.0,0.0,42759.84
2024-12-02,P001,Laptop Pro,Electronics,West,11,60924.18,10.0,0.0,603149.38
2025-01-25,P010,Yoga Mat,Fitness,East,15,1187.98,0.0,0.0,17819.7
2024-02-03,P005,Running Shoes,Apparel,South,17,3252.61,15.0,4145.54,47000.21
2025-08-11,P005,Running Shoes,Apparel,West,21,3107.58,0.0,1395.99,65259.18
2024-01-03,P002,Wireless Mouse,Electronics,East,15,906.37,0.0,0.0,13595.55
2024-05-06,P007,Blender,Home Appliances,West,10,2753.7,5.0,0.0,26160.15
2024-08-26,P010,Yoga Mat,Fitness,North,15,1224.01,0.0,0.0,18360.15
2025-05-16,P001,Laptop Pro,Electronics,South,11,60992.17,0.0,0.0,670913.87
2025-04-02,P007,Blender,Home Appliances,East,8,2834.49,10.0,0.0,20408.33
2024-02-08,P010,Yoga Mat,Fitness,South,9,1220.42,0.0,0.0,10983.78
2025-03-21,P006,Winter Jacket,Apparel,North,4,5558.99,0.0,0.0,22235.96
2024-01-15,P010,Yoga Mat,Fitness,South,9,1226.06,0.0,0.0,11034.54
2025-01-24,P001,Laptop Pro,Electronics,East,7,59687.45,0.0,5710.74,417812.15
2024-07-19,P002,Wireless Mouse,Electronics,West,27,888.81,0.0,0.0,23997.87
2025-07-05,P003,Office Chair,Furniture,West,6,7696.37,0.0,0.0,46178.22
2024-03-22,P007,Blender,Home Appliances,North,6,2828.51,0.0,0.0,16971.06
2024-06-17,P008,Air Purifier,Home Appliances,West,6,9624.03,15.0,0.0,49082.55
2024-03-07,P008,Air Purifier,Home Appliances,East,5,9622.41,0.0,0.0,48112.05
2025-05-05,P003,Office Chair,Furniture,South,6,7515.72,10.0,0.0,40584.89
2024-09-05,P002,Wireless Mouse,Electronics,West,21,924.43,0.0,4304.21,19413.03
2024-02-05,P007,Blender,Home Appliances,North,5,2861.97,0.0,0.0,14309.85
2025-11-09,P009,Bluetooth Speaker,Electronics,North,23,2252.92,0.0,0.0,51817.16
2025-12-17,P007,Blender,Home Appliances,South,5,2796.15,0.0,0.0,13980.75
2025-05-22,P002,Wireless Mouse,Electronics,East,19,878.95,0.0,0.0,16700.05
2024-06-04,P009,Bluetooth Speaker,Electronics,West,21,2252.43,0.0,5170.69,47301.03
2024-12-09,P009,Bluetooth Speaker,Electronics,North,22,2211.34,10.0,2145.04,43784.53
2025-07-26,P009,Bluetooth Speaker,Electronics,West,25,2244.31,0.0,0.0,56107.75
2025-01-16,P004,Standing Desk,Furniture,North,5,14753.46,0.0,4901.49,73767.3
2024-12-10,P009,Bluetooth Speaker,Electronics,West,23,2211.9,0.0,0.0,50873.7
2025-11-09,P003,Office Chair,Furniture,South,11,7404.05,0.0,0.0,81444.55
2024-07-08,P008,Air Purifier,Home Appliances,South,4,9945.85,10.0,0.0,35805.06
2024-05-03,P008,Air Purifier,Home Appliances,West,4,9570.14,0.0,5968.25,38280.56
2025-09-10,P006,Winter Jacket,Apparel,North,5,5470.67,0.0,0.0,27353.35
2025-02-05,P003,Office Chair,Furniture,South,4,7544.91,5.0,0.0,28670.66
2024-11-07,P005,Running Shoes,Apparel,North,16,3220.14,0.0,0.0,51522.24
2025-06-29,P005,Running Shoes,Apparel,West,27,3184.5,0.0,895.63,85981.5
2024-06-04,P006,Winter Jacket,Apparel,West,4,5455.32,0.0,0.0,21821.28
2024-04-09,P001,Laptop Pro,Electronics,West,11,61698.08,0.0,1026.42,678678.88
2024-05-16,P007,Blender,Home Appliances,East,10,2784.89,0.0,0.0,27848.9
2025-07-18,P006,Winter Jacket,Apparel,West,5,5333.73,0.0,5235.19,26668.65
2025-11-26,P010,Yoga Mat,Fitness,West,28,1211.66,0.0,0.0,33926.48
2025-11-01,P005,Running Shoes,Apparel,North,31,3151.73,0.0,5910.95,97703.63
2025-11-11,P010,Yoga Mat,Fitness,North,22,1169.8,0.0,0.0,25735.6
2024-09-18,P001,Laptop Pro,Electronics,North,8,61195.63,0.0,0.0,489565.04
2024-02-08,P009,Bluetooth Speaker,Electronics,East,8,2256.0,0.0,1537.24,18048.0
2025-05-31,P008,Air Purifier,Home Appliances,West,6,9725.69,10.0,0.0,52518.73
2025-04-05,P005,Running Shoes,Apparel,South,34,3122.93,5.0,0.0,100870.64
2024-04-16,P005,Running Shoes,Apparel,North,12,3292.81,0.0,0.0,39513.72
2025-08-20,P008,Air Purifier,Home Appliances,South,4,9771.89,0.0,4832.73,
2024-10-22,P002,Wireless Mouse,Electronics,South,20,888.18,10.0,0.0,15987.24
2024-01-15,P008,Air Purifier,Home Appliances,North,5,9826.11,10.0,858.23,44217.5
2025-07-26,P009,Bluetooth Speaker,Electronics,East,24,2208.73,0.0,0.0,53009.52
2025-01-29,P004,Standing Desk,Furniture,North,3,14891.37,0.0,1284.51,44674.11
2025-03-12,P009,Bluetooth Speaker,Electronics,West,12,2254.18,5.0,0.0,25697.65
2025-01-21,P004,Standing Desk,Furniture,South,3,14915.99,0.0,0.0,44747.97
2025-08-04,P006,Winter Jacket,Apparel,West,5,5540.23,10.0,0.0,24931.03
2025-02-23,P004,Standing Desk,Furniture,West,4,15151.96,0.0,0.0,60607.84
2025-05-24,P004,Standing Desk,Furniture,East,5,15125.0,0.0,0.0,75625.0
2025-03-09,P003,Office Chair,Furniture,East,7,7690.89,0.0,0.0,53836.23
2024-03-30,P006,Winter Jacket,Apparel,East,10,5416.29,10.0,0.0,48746.61
2025-04-09,P008,Air Purifier,Home Appliances,South,5,9964.49,0.0,2217.25,49822.45
2025-03-30,P006,Winter Jacket,Apparel,North,7,5525.16,0.0,0.0,38676.12
2025-04-03,P006,Winter Jacket,Apparel,South,8,5284.8,5.0,0.0,40164.48
2024-12-09,P010,Yoga Mat,Fitness,North,28,1187.6,0.0,2043.29,33252.8
2025-10-25,P006,Winter Jacket,Apparel,North,6,5251.59,0.0,0.0,31509.54
2024-11-15,P007,Blender,Home Appliances,West,11,2807.29,0.0,1977.52,30880.19
2024-03-28,P008,Air Purifier,Home Appliances,West,4,9924.95,0.0,0.0,39699.8
2024-06-03,P008,Air Purifier,Home Appliances,South,5,9603.23,0.0,0.0,48016.15
2024-12-22,P006,Winter Jacket,Apparel,North,11,5552.53,0.0,0.0,61077.83
2024-11-28,P001,Laptop Pro,Electronics,South,11,60719.72,15.0,0.0,567729.38
2024-06-05,P008,Air Purifier,Home Appliances,West,5,10019.82,0.0,0.0,50099.1
2025-12-29,P002,Wireless Mouse,Electronics,North,41,895.62,5.0,0.0,34884.4
2025-05-14,P009,Bluetooth Speaker,Electronics,North,27,,0.0,0.0,58598.37
2025-03-26,P010,Yoga Mat,Fitness,West,29,1166.19,10.0,2224.3,30437.56
2024-11-23,P002,Wireless Mouse,Electronics,West,21,900.11,0.0,2154.13,18902.31
2025-07-27,P004,Standing Desk,Furniture,West,5,15116.9,0.0,0.0,75584.5
2024-01-03,P008,Air Purifier,Home Appliances,South,3,9702.73,0.0,3379.26,29108.19
2024-08-25,P007,Blender,Home Appliances,South,11,2770.01,15.0,0.0,25899.59
2024-07-02,P003,Office Chair,Furniture,North,7,7331.52,5.0,525.01,48754.61
2024-12-10,P008,Air Purifier,Home Appliances,South,3,9822.86,0.0,2567.95,29468.58
2025-04-01,P001,Laptop Pro,Electronics,North,8,59870.12,0.0,1707.69,478960.96
2025-12-22,P008,Air Purifier,Home Appliances,North,13,9593.36,0.0,0.0,124713.68
2025-08-03,P010,Yoga Mat,Fitness,East,23,1211.35,0.0,0.0,27861.05
2024-10-10,P009,Bluetooth Speaker,Electronics,West,13,2248.66,0.0,1778.2,29232.58
2025-12-24,P004,Standing Desk,Furniture,South,5,15046.38,0.0,0.0,75231.9
2024-12-26,P007,Blender,Home Appliances,East,11,2808.43,0.0,3026.97,30892.73
2024-10-09,P008,Air Purifier,Home Appliances,East,4,9950.73,0.0,0.0,39802.92
2025-07-18,P004,Standing Desk,Furniture,East,3,14776.54,5.0,0.0,42113.14
2025-05-25,P010,Yoga Mat,Fitness,East,28,1202.52,0.0,0.0,33670.56
2024-12-25,P008,Air Purifier,Home Appliances,South,5,9730.64,0.0,0.0,48653.2
2025-03-15,P001,Laptop Pro,Electronics,North,14,59800.88,0.0,0.0,837212.32
2025-10-10,P002,Wireless Mouse,Electronics,East,14,915.15,0.0,0.0,12812.1
2025-10-02,P003,Office Chair,Furniture,South,5,7593.82,5.0,3917.3,36070.64
2025-08-16,P007,Blender,Home Appliances,West,15,2754.0,0.0,822.32,41310.0
2024-05-01,P005,Running Shoes,Apparel,East,19,3191.74,0.0,0.0,60643.06
2025-07-11,P001,Laptop Pro,Electronics,North,15,58442.55,0.0,3402.0,876638.25
2025-01-04,P004,Standing Desk,Furniture,East,3,15216.88,0.0,0.0,45650.64
2024-03-23,P005,Running Shoes,Apparel,North,23,3125.55,0.0,3570.76,71887.65
2024-06-10,P005,Running Shoes,Apparel,South,14,3174.87,0.0,0.0,44448.18
2025-10-09,P007,Blender,Home Appliances,East,8,2797.01,10.0,0.0,20138.47
2025-11-29,P004,Standing Desk,Furniture,North,6,14562.52,0.0,0.0,87375.12
2024-04-12,P004,Standing Desk,Furniture,North,6,14587.68,5.0,0.0,83149.78
2025-02-24,P005,Running Shoes,Apparel,East,19,3219.26,0.0,0.0,61165.94
2024-04-20,P006,Winter Jacket,Apparel,South,13,5466.63,5.0,0.0,67512.88
2025-08-27,P001,Laptop Pro,Electronics,South,12,60806.14,0.0,0.0,729673.68
2025-04-05,P007,Blender,Home Appliances,West,11,2860.75,10.0,0.0,28321.42
2024-10-08,P002,Wireless Mouse,Electronics,East,19,919.93,5.0,0.0,16604.74
2024-09-20,P004,Standing Desk,Furniture,North,4,15354.37,0.0,0.0,61417.48
2024-04-06,P003,Office Chair,Furniture,West,4,7330.67,0.0,5625.53,29322.68
2025-08-13,P001,Laptop Pro,Electronics,North,9,59869.39,0.0,1943.14,538824.51
2024-08-16,P006,Winter Jacket,Apparel,East,8,5465.09,10.0,0.0,39348.65
2024-06-20,P010,Yoga Mat,Fitness,East,22,1171.42,0.0,0.0,25771.24
2024-07-29,P008,Air Purifier,Home Appliances,West,3,9661.53,0.0,0.0,28984.59
2024-01-19,P002,Wireless Mouse,Electronics,West,15,879.27,0.0,3386.95,13189.05
2024-12-02,P003,Office Chair,Furniture,East,4,7361.32,0.0,0.0,29445.28
2024-10-19,P001,Laptop Pro,Electronics,West,9,58972.65,10.0,4273.91,477678.46
2024-01-17,P004,Standing Desk,Furniture,West,2,14861.18,0.0,3888.25,29722.36
2025-05-13,P006,Winter Jacket,Apparel,East,12,5284.86,10.0,0.0,57076.49
2025-04-01,P003,Office Chair,Furniture,West,3,7717.59,0.0,0.0,23152.77
2024-05-01,P006,Winter Jacket,Apparel,East,9,5555.8,0.0,0.0,50002.2
2024-12-13,P010,Yoga Mat,Fitness,East,19,1197.99,0.0,0.0,22761.81
2025-12-24,P007,Blender,Home Appliances,West,16,2881.04,0.0,0.0,46096.64
2025-02-17,P003,Office Chair,Furniture,South,3,7380.06,10.0,3442.41,19926.16
2024-06-28,P005,Running Shoes,Apparel,East,23,3105.02,0.0,0.0,71415.46
2025-01-01,P009,Bluetooth Speaker,Electronics,South,10,2261.86,0.0,5743.64,22618.6
2025-01-01,P002,Wireless Mouse,Electronics,South,17,873.31,0.0,0.0,14846.27
2025-07-18,P009,Bluetooth Speaker,Electronics,North,14,2250.93,0.0,586.24,31513.02
2025-05-20,P009,Bluetooth Speaker,Electronics,South,16,2158.88,10.0,0.0,31087.87
2024-07-07,P010,Yoga Mat,Fitness,South,19,1227.8,0.0,0.0,23328.2
2025-11-16,P009,Bluetooth Speaker,Electronics,South,18,2221.18,0.0,3372.57,39981.24
2025-12-08,P009,Bluetooth Speaker,Electronics,East,15,2204.37,0.0,0.0,33065.55
2024-11-09,P010,Yoga Mat,Fitness,West,41,1221.39,15.0,1437.88,42565.44
2024-12-20,P006,Winter Jacket,Apparel,North,4,5256.31,0.0,0.0,21025.24
2024-05-10,P004,Standing Desk,Furniture,East,4,15014.05,15.0,0.0,51047.77
2024-04-22,P010,Yoga Mat,Fitness,South,14,1223.22,0.0,0.0,17125.08
2024-07-09,P006,Winter Jacket,Apparel,North,5,5374.91,10.0,0.0,24187.1
2024-12-02,P007,Blender,Home Appliances,West,10,2730.12,0.0,0.0,27301.2
2025-11-11,P004,Standing Desk,Furniture,South,5,15255.09,10.0,0.0,68647.9
2025-12-11,P006,Winter Jacket,Apparel,East,10,5323.93,0.0,2403.89,53239.3
2025-02-15,P009,Bluetooth Speaker,Electronics,West,26,2165.22,15.0,0.0,47851.36
2025-10-30,P007,Blender,Home Appliances,West,8,2724.88,0.0,0.0,21799.04
2025-03-20,P005,Running Shoes,Apparel,North,17,3238.74,0.0,3231.61,55058.58
2025-01-15,P006,Winter Jacket,Apparel,West,5,5321.86,0.0,3757.55,26609.3
2025-12-29,P007,Blender,Home Appliances,West,10,2788.57,0.0,0.0,27885.7
2025-12-01,P010,Yoga Mat,Fitness,East,23,1213.17,0.0,0.0,27902.91
2024-11-07,P005,Running Shoes,Apparel,West,18,3173.37,0.0,5850.35,57120.66
2024-03-17,P010,Yoga Mat,Fitness,West,41,1196.94,0.0,0.0,49074.54
2025-06-01,P008,Air Purifier,Home Appliances,East,9,9701.95,0.0,3302.45,87317.55
2024-03-24,P007,Blender,Home Appliances,North,9,2784.57,0.0,1651.63,25061.13
2024-12-12,P003,Office Chair,Furniture,East,7,7462.33,10.0,0.0,47012.68
2024-05-14,P008,Air Purifier,Home Appliances,South,4,9600.95,0.0,0.0,38403.8
2025-08-14,P007,Blender,Home Appliances,West,10,2803.04,0.0,3556.23,28030.4
2025-11-24,P006,Winter Jacket,Apparel,East,9,5310.7,0.0,0.0,47796.3
2025-09-09,P008,Air Purifier,Home Appliances,North,9,9846.19,0.0,0.0,88615.71
2025-09-11,P001,Laptop Pro,Electronics,East,8,61403.03,0.0,0.0,491224.24
2024-10-12,P008,Air Purifier,Home Appliances,West,5,9796.65,10.0,0.0,44084.93
2024-12-11,P010,Yoga Mat,Fitness,South,14,1173.22,10.0,0.0,14782.57
2024-09-08,P002,Wireless Mouse,Electronics,South,24,896.81,0.0,0.0,21523.44
2025-07-17,P005,Running Shoes,Apparel,East,24,3158.07,5.0,0.0,72004.0
2025-09-22,P001,Laptop Pro,Electronics,South,10,58505.47,0.0,0.0,585054.7
2025-10-31,P008,Air Purifier,Home Appliances,East,5,9589.36,0.0,0.0,47946.8
2025-01-11,P001,Laptop Pro,Electronics,North,10,59085.15,0.0,0.0,590851.5
2024-12-17,P008,Air Purifier,Home Appliances,North,9,9818.3,0.0,0.0,88364.7
2025-05-26,P010,Yoga Mat,Fitness,West,34,1195.45,0.0,4106.8,40645.3
2025-11-12,P006,Winter Jacket,Apparel,East,9,5484.63,0.0,0.0,49361.67
2024-07-02,P005,Running Shoes,Apparel,West,21,3145.45,0.0,0.0,66054.45
2025-02-17,P003,Office Chair,Furniture,North,5,7607.81,5.0,0.0,36137.1
2024-09-24,P005,Running Shoes,Apparel,South,15,3178.96,0.0,3705.86,
2025-03-29,P003,Office Chair,Furniture,West,3,7360.25,0.0,5014.93,22080.75
2025-05-04,P010,Yoga Mat,Fitness,West,38,1227.31,0.0,4105.13,46637.78
2024-11-28,P004,Standing Desk,Furniture,East,3,14555.35,0.0,3497.69,43666.05
2024-11-05,P009,Bluetooth Speaker,Electronics,East,10,2238.44,0.0,4424.5,22384.4
2024-08-31,P010,Yoga Mat,Fitness,North,27,1180.02,0.0,0.0,31860.54
2025-03-01,P003,Office Chair,Furniture,North,9,7557.93,0.0,0.0,68021.37
2024-06-04,P005,Running Shoes,Apparel,North,17,3291.63,0.0,5341.55,55957.71
2025-06-06,P008,Air Purifier,Home Appliances,West,5,9988.58,5.0,3167.84,47445.75
2024-11-25,P004,Standing Desk,Furniture,West,3,15145.31,0.0,0.0,45435.93
2025-12-13,P003,Office Chair,Furniture,North,10,7460.05,0.0,0.0,74600.5
2025-06-02,P007,Blender,Home Appliances,West,15,2789.76,5.0,0.0,39754.08
2024-01-14,P003,Office Chair,Furniture,South,6,7330.73,0.0,1068.2,43984.38
2025-10-05,P005,Running Shoes,Apparel,East,28,3249.9,0.0,0.0,90997.2
2025-06-09,P005,Running Shoes,Apparel,North,12,3184.47,0.0,0.0,38213.64
2025-11-29,P003,Office Chair,Furniture,South,10,7356.48,0.0,0.0,73564.8
2024-02-05,P003,Office Chair,Furniture,West,2,7521.19,0.0,0.0,15042.38
2025-07-27,P002,Wireless Mouse,Electronics,South,30,874.18,0.0,0.0,26225.4
2024-09-13,P006,Winter Jacket,Apparel,South,8,5351.75,0.0,4580.0,42814.0
2024-02-23,P010,Yoga Mat,Fitness,North,22,1210.11,0.0,0.0,26622.42
2025-03-25,P004,Standing Desk,Furniture,West,3,15235.0,10.0,0.0,41134.5
2025-02-22,P003,Office Chair,Furniture,East,5,7605.65,0.0,656.16,38028.25
2024-12-22,P008,Air Purifier,Home Appliances,East,7,9890.57,15.0,0.0,58848.89
2025-11-12,P001,Laptop Pro,Electronics,North,13,61351.06,5.0,0.0,757685.59
2025-10-27,P008,Air Purifier,Home Appliances,West,3,9606.68,0.0,2179.79,28820.04
2024-11-18,P005,Running Shoes,Apparel,North,15,3199.9,0.0,0.0,47998.5
2025-01-26,P007,Blender,Home Appliances,South,12,2791.89,0.0,0.0,33502.68
2024-01-30,P009,Bluetooth Speaker,Electronics,West,16,2164.26,10.0,5319.8,31165.34
2025-12-03,P010,Yoga Mat,Fitness,South,20,1184.66,10.0,0.0,21323.88
2025-12-29,P010,Yoga Mat,Fitness,South,15,1182.41,0.0,2583.95,17736.15
2024-04-22,P008,Air Purifier,Home Appliances,North,9,9573.34,5.0,3614.78,81852.06
2025-05-08,P008,Air Purifier,Home Appliances,West,6,9752.22,0.0,0.0,58513.32
2025-11-01,P008,Air Purifier,Home Appliances,North,12,9716.66,10.0,640.45,104939.93
2024-02-13,P005,Running Shoes,Apparel,South,8,3168.9,0.0,0.0,25351.2
2024-06-05,P005,Running Shoes,Apparel,South,22,3213.32,0.0,0.0,70693.04
2024-12-23,P005,Running Shoes,Apparel,West,20,3166.81,0.0,0.0,63336.2
2025-11-25,P007,Blender,Home Appliances,North,9,2857.67,0.0,0.0,25719.03
2025-04-15,P002,Wireless Mouse,Electronics,North,40,891.6,0.0,2333.22,35664.0
2025-07-30,P006,Winter Jacket,Apparel,West,5,5286.52,0.0,0.0,26432.6
2025-09-22,P008,Air Purifier,Home Appliances,East,4,9872.91,10.0,0.0,35542.48
2025-07-05,P007,Blender,Home Appliances,East,15,2718.86,0.0,0.0,40782.9
2025-06-02,P008,Air Purifier,Home Appliances,North,10,9769.87,0.0,0.0,97698.7
2025-12-28,P003,Office Chair,Furniture,North,9,7454.88,0.0,0.0,67093.92
2025-06-03,P010,Yoga Mat,Fitness,North,29,1206.07,0.0,4308.11,34976.03
2025-08-24,P004,Standing Desk,Furniture,East,4,14569.1,15.0,0.0,49534.94
2025-09-26,P001,Laptop Pro,Electronics,East,6,60677.33,0.0,5001.85,364063.98
2024-02-20,P006,Winter Jacket,Apparel,West,5,5434.66,0.0,0.0,27173.3
2025-09-21,P002,Wireless Mouse,Electronics,North,33,906.23,0.0,1683.26,29905.59
2025-02-06,P006,Winter Jacket,Apparel,West,4,5489.78,10.0,0.0,19763.21
2024-04-10,P003,Office Chair,Furniture,South,5,7468.43,0.0,0.0,37342.15
2025-11-06,P003,Office Chair,Furniture,East,5,7402.63,0.0,3928.29,37013.15
2024-11-08,P002,Wireless Mouse,Electronics,West,28,897.65,10.0,0.0,22620.78
2024-06-02,P010,Yoga Mat,Fitness,East,16,1233.5,0.0,0.0,19736.0
2025-05-26,P001,Laptop Pro,Electronics,East,11,60876.93,0.0,0.0,669646.23
2024-09-16,P007,Blender,Home Appliances,East,9,2724.69,15.0,5308.84,20843.88
2025-10-12,P006,Winter Jacket,Apparel,South,8,5261.79,0.0,0.0,
2024-09-20,P008,Air Purifier,Home Appliances,North,6,9892.7,0.0,5282.0,59356.2
2024-09-16,P004,Standing Desk,Furniture,West,2,14980.2,0.0,0.0,29960.4
2025-11-13,P004,Standing Desk,Furniture,North,4,15421.59,0.0,0.0,61686.36
2024-05-18,P004,Standing Desk,Furniture,East,5,15050.37,5.0,1531.99,71489.26
2024-01-05,P002,Wireless Mouse,Electronics,North,33,890.06,0.0,0.0,29371.98
2025-11-24,P004,Standing Desk,Furniture,South,6,14861.88,0.0,5078.21,89171.28
2024-09-26,P006,Winter Jacket,Apparel,West,3,5481.06,0.0,0.0,16443.18
2024-11-26,P004,Standing Desk,Furniture,West,3,14657.84,0.0,5163.05,43973.52
2025-12-11,P003,Office Chair,Furniture,South,7,7662.07,10.0,0.0,48271.04
2025-09-21,P004,Standing Desk,Furniture,South,5,15009.67,0.0,0.0,75048.35
2025-12-20,P003,Office Chair,Furniture,East,7,7590.17,15.0,0.0,45161.51
2025-12-19,P008,Air Purifier,Home Appliances,North,10,9779.28,10.0,0.0,88013.52
2024-08-26,P009,Bluetooth Speaker,Electronics,North,15,2188.99,0.0,0.0,32834.85
2024-03-17,P001,Laptop Pro,Electronics,East,12,58892.22,5.0,0.0,671371.31
2024-05-04,P005,Running Shoes,Apparel,South,32,3129.05,0.0,0.0,100129.6
2024-07-17,P010,Yoga Mat,Fitness,South,15,1230.71,0.0,0.0,18460.65
2025-05-19,P003,Office Chair,Furniture,North,9,7624.94,10.0,0.0,61762.01
2025-07-07,P001,Laptop Pro,Electronics,East,11,59493.17,10.0,0.0,588982.38
2025-05-11,P001,Laptop Pro,Electronics,North,16,58539.63,0.0,0.0,936634.08
2024-07-16,P008,Air Purifier,Home Appliances,East,8,9626.79,0.0,0.0,77014.32
2025-06-25,P006,Winter Jacket,Apparel,West,4,5257.32,0.0,4138.24,21029.28
2024-05-26,P003,Office Chair,Furniture,South,4,7365.47,10.0,0.0,26515.69
2024-10-25,P009,Bluetooth Speaker,Electronics,East,10,2227.57,0.0,0.0,22275.7
2024-04-16,P006,Winter Jacket,Apparel,East,9,,0.0,0.0,48410.46
2025-05-18,P009,Bluetooth Speaker,Electronics,West,31,2194.67,0.0,0.0,68034.77
2025-01-04,P006,Winter Jacket,Apparel,East,9,5242.01,0.0,0.0,47178.09
2025-04-28,P001,Laptop Pro,Electronics,North,14,61269.44,0.0,0.0,857772.16
2025-04-13,P006,Winter Jacket,Apparel,North,11,5519.22,0.0,0.0,60711.42
2025-08-31,P009,Bluetooth Speaker,Electronics,North,18,2194.41,5.0,3446.82,37524.41
2024-01-17,P009,Bluetooth Speaker,Electronics,North,14,2144.41,0.0,5520.44,30021.74
2025-12-12,P002,Wireless Mouse,Electronics,West,25,925.19,0.0,0.0,23129.75
2024-06-09,P008,Air Purifier,Home Appliances,North,8,9687.6,0.0,0.0,77500.8
2024-06-26,P001,Laptop Pro,Electronics,South,9,59148.78,0.0,3234.0,532339.02
2025-10-18,P004,Standing Desk,Furniture,South,4,14650.49,5.0,770.16,55671.86
2025-12-17,P001,Laptop Pro,Electronics,West,13,60856.18,0.0,0.0,791130.34
2024-04-07,P010,Yoga Mat,Fitness,East,31,1198.54,0.0,2814.18,37154.74
2025-11-11,P009,Bluetooth Speaker,Electronics,East,16,2261.97,0.0,4621.83,36191.52
2024-03-01,P008,Air Purifier,Home Appliances,West,4,10054.52,10.0,0.0,36196.27
2025-09-09,P008,Air Purifier,Home Appliances,East,7,9918.42,0.0,3187.88,69428.94
2024-03-02,P010,Yoga Mat,Fitness,West,36,1164.59,0.0,0.0,41925.24
2025-10-20,P001,Laptop Pro,Electronics,South,11,60936.25,5.0,0.0,636783.81
2025-10-01,P001,Laptop Pro,Electronics,North,8,58460.84,10.0,2236.7,420918.05
2025-09-02,P001,Laptop Pro,Electronics,North,11,60935.95,5.0,4441.43,636780.68
2025-03-19,P009,Bluetooth Speaker,Electronics,West,18,2242.4,0.0,1804.67,40363.2
2024-11-27,P004,Standing Desk,Furniture,East,3,14821.68,0.0,1780.51,44465.04
2024-03-14,P003,Office Chair,Furniture,East,4,7551.28,10.0,4443.11,27184.61
2024-03-02,P001,Laptop Pro,Electronics,East,12,58262.73,0.0,2667.25,699152.76
2025-04-05,P007,Blender,Home Appliances,South,18,2839.47,0.0,0.0,51110.46
2024-07-07,P004,Standing Desk,Furniture,West,4,15083.44,0.0,0.0,60333.76
2024-03-05,P008,Air Purifier,Home Appliances,East,4,9528.09,0.0,5064.62,38112.36
2024-12-14,P004,Standing Desk,Furniture,East,4,15253.17,0.0,0.0,61012.68
2025-08-03,P005,Running Shoes,Apparel,West,21,3256.4,0.0,0.0,68384.4
2025-01-04,P008,Air Purifier,Home Appliances,East,5,9861.82,0.0,0.0,49309.1
2025-05-18,P001,Laptop Pro,Electronics,South,15,60296.75,0.0,0.0,904451.25
